#{"t_start": 1738678853.2731469, "env_id": "ComponentPlacementEnvironment-v2"}
r,l,t
-46770.934543,999,3.321563
-58554.481012,999,4.137272
-52956.327719,999,5.799251
-41805.995459,999,6.60864
-44481.107237,999,8.391643
-59064.087677,999,9.197391
-43272.097055,999,11.117448
-67343.581946,999,11.929023
-51972.011175,999,13.872854
-49565.648568,999,14.687654
-54179.994582,999,16.643288
-68144.750667,999,17.456309
-86430.697529,999,19.228999
-56869.547487,999,20.038833
-56775.620591,999,21.709324
-49182.582974,999,22.521384
-55372.846488,999,24.298298
-78217.438563,999,25.111023
-57664.967547,999,26.879741
-50981.078979,999,27.693405
-51764.992677,999,29.477864
-57166.288572,999,30.291679
-47690.450578,999,32.461347
-51780.381317,999,33.274136
-42371.42521,999,35.040113
-34177.784959,999,38.132465
-48180.675785,999,39.931027
-56285.211826,999,40.738858
-51287.952195,999,42.53174
-47882.376258,999,43.334048
-45982.716517,999,45.053536
-46881.777826,999,45.862476
-42994.611721,999,47.562326
-48277.802222,999,48.364431
-54463.705901,999,50.070982
-45383.920653,999,50.871171
-55863.218504,999,52.58399
-40207.546072,999,53.395487
-49796.346995,999,55.139771
-45488.401402,999,55.941188
-25318.587027,999,56.740428
-42076.769335,999,58.616287
-46569.279533,999,59.414949
-27010.125453,999,61.324183
-59676.918188,999,62.123353
-64974.690587,999,64.027446
-44605.441049,999,64.837198
-33004.946068,999,66.737672
-37193.669373,999,67.540464
-36991.404578,999,69.454502
-38713.311173,999,72.518355
-59270.962183,999,74.423571
-29503.196802,999,75.224084
-43798.181227,999,77.098756
-45889.411213,999,77.900857
-34086.48546,999,79.629125
-33997.836352,999,80.429484
-55264.101154,999,82.194733
-51885.902577,999,83.001962
-43001.03142,999,84.838323
-43695.100137,999,85.648459
-29196.504723,999,87.384949
-37088.411046,999,88.187209
-36283.912216,999,90.058735
-35789.530198,999,90.858924
-28902.408176,999,92.754091
-38789.476126,999,93.555367
-29090.108356,999,95.434801
-35401.220204,999,96.234886
-49303.164933,999,98.179763
-27103.158145,999,98.9753
-37814.034803,999,100.895734
-48289.373139,999,101.69556
-44483.945149,999,103.626013
-39017.509967,999,104.427003
-35308.346814,999,108.643722
-39675.806329,999,109.442694
-43186.218699,999,111.353485
-42892.749052,999,112.153436
-43511.26161,999,114.067254
-29198.188299,999,114.883543
-43390.784423,999,115.683801
-34305.878813,999,117.410977
-29908.932439,999,118.229208
-54479.349094,999,119.940902
-32203.916301,999,120.740018
-38207.229808,999,122.461963
-33609.877188,999,123.260742
-48985.908154,999,124.97194
-26909.15576,999,125.772019
-31002.536607,999,127.484488
-45207.156759,999,128.286135
-40100.802932,999,129.987757
-28907.475194,999,130.788201
-21615.152056,999,132.505322
-19712.332968,999,133.306089
-36301.881624,999,135.09499
-22421.351002,999,135.896289
-25617.519219,999,137.791349
-33918.385506,999,138.595056
-40021.342109,999,142.753297
-36504.599524,999,143.556961
-14325.806061,999,145.466163
-26728.459595,999,146.277293
-31504.075268,999,148.044712
-41316.722658,999,148.84512
-27120.764929,999,150.631596
-27708.180886,999,151.432224
-36410.011282,999,153.337353
-33807.105892,999,154.140314
-27209.47146,999,156.050594
-42403.922615,999,156.853642
-39711.816185,999,158.766546
-23711.689872,999,159.568595
-30318.850459,999,161.480293
-48403.506064,999,162.28125
-49816.446515,999,164.204785
-37318.802712,999,165.015088
-35712.411243,999,167.039287
-18133.72526,999,167.855113
-33900.973936,999,169.77753
-27926.285676,999,170.585382
-43699.168492,999,171.386275
-22036.45428,999,173.30729
-36123.359011,999,174.111668
-34704.560551,999,178.237845
-33821.390572,999,179.040842
-13716.677825,999,180.939047
-45423.687695,999,181.739993
-16815.474777,999,183.585227
-42382.082787,999,184.391601
-36617.690122,999,186.33081
-29205.178821,999,187.13161
-24118.484163,999,189.05318
-23323.470039,999,189.858437
-21616.920704,999,191.766583
-22298.351604,999,192.56776
-21820.671843,999,194.486134
-24722.623553,999,195.286898
-34104.989685,999,197.200972
-17335.523737,999,198.007205
-25123.745433,999,199.915337
-34029.541175,999,200.719317
-26413.144464,999,202.63015
-27224.771815,999,203.434079
-29306.349387,999,205.359143
-16024.715947,999,206.164056
-23930.718146,999,208.080432
-27405.650884,999,208.882505
-27137.041247,999,210.797053
-18515.478472,999,213.867568
-24315.892893,999,215.798551
-30135.309761,999,216.601364
-19341.755424,999,218.525519
-34527.957718,999,219.337763
-31739.205698,999,221.121517
-14139.431018,999,221.925536
-6632.509277,999,223.661571
-31632.460282,999,224.475594
-38829.480701,999,226.22831
-22222.950916,999,227.042628
-21539.773286,999,228.797729
-13435.166137,999,229.611679
-22529.914522,999,230.423973
-3548.190076,999,232.181602
-18023.072678,999,232.991837
-20635.674265,999,234.74788
-10340.688036,999,235.561265
-13939.133248,999,237.29732
-21033.432709,999,238.107369
-31332.223787,999,239.843636
-18439.668804,999,240.656003
-22730.44441,999,242.550879
-25729.478109,999,243.362057
-23518.252305,999,245.264462
-17944.983318,999,248.381951
-18329.362483,999,250.14714
-5753.677517,999,251.006454
-26242.140364,999,252.792379
-14739.521882,999,253.604208
-14843.731188,999,255.346663
-4646.975256,999,256.156687
-6646.368229,999,257.980637
-19548.870215,999,258.782558
-13244.454935,999,260.797159
-5942.841827,999,261.620799
-19632.709442,999,263.576098
-5548.786252,999,264.381977
-4548.18983,999,266.390405
-13051.011535,999,267.200361
-16538.44518,999,269.198246
-5747.054888,999,270.004214
-859.325281,999,271.933256
-28129.078464,999,272.738528
-5431.750086,999,274.640267
-4148.471853,999,275.442541
-2358.574128,999,277.3486
-11833.44603,999,278.15558
-11442.936573,999,280.051205
-15555.120757,999,280.855138
-19849.596206,999,284.995574
-17240.936651,999,285.802388
-31538.548324,999,287.681542
-2445.438637,999,288.487264
-5449.091945,999,289.291161
-2558.169094,999,291.200599
-7954.815329,999,292.004699
-12148.378468,999,293.925482
-3660.987814,999,294.733391
-24650.426336,999,296.644462
-4161.982046,999,297.447807
-11847.990598,999,299.370452
-5257.735763,999,300.180106
-2062.174933,999,302.100963
-37449.765572,999,302.909746
-2951.931425,999,304.795046
-159.179764,999,305.603175
-7851.447551,999,307.531818
-15642.471698,999,308.338259
-9350.981461,999,310.160116
-1855.842661,999,310.986847
-4355.778779,999,312.972754
-1851.631681,999,313.795002
-3558.011731,999,315.70683
-6049.452927,999,316.517257
-6844.632036,999,320.702944
-2362.567537,999,321.520786
-5051.864906,999,323.439742
-4267.969384,999,324.254074
-458.239621,999,326.207824
-857.785169,999,327.013383
-7658.355799,999,329.059062
-1455.669642,999,329.891443
-10351.095471,999,331.805845
-5956.43488,999,332.626753
-3655.141156,999,334.374164
-21762.416746,999,335.214272
32.417376,999,337.03715
-4853.750433,999,337.869424
-870.584258,999,339.772596
-864.12513,999,340.577559
-5655.363853,999,342.511349
-964.954488,999,343.317328
-4257.82803,999,345.219009
-2267.026166,999,346.023367
-3560.694933,999,346.827728
-4460.114863,999,348.741994
-264.228772,999,349.548531
-2167.109281,999,351.464281
-267.229113,999,352.273826
-1956.39363,999,356.372629
-10654.363786,999,357.17521
-862.906797,999,358.998093
-7163.331551,999,359.803215
-271.382544,999,361.636493
-1662.116067,999,362.443613
-1058.063927,999,364.255834
-10957.057913,999,365.057949
-1365.689733,999,366.885644
-470.71183,999,367.69736
-666.738138,999,369.586879
-14743.686161,999,370.393073
-7659.161603,999,372.188136
-1866.341456,999,372.993287
-4558.156468,999,374.888584
141.993123,999,375.694721
-8357.11217,999,377.590614
-3159.315838,999,378.3966
-1361.420727,999,380.282668
-2764.263669,999,381.090018
-1160.379577,999,383.004935
128.272108,999,383.80987
-959.063109,999,385.684765
-1658.800477,999,386.497229
-1863.632482,999,388.262359
-11463.420025,999,391.306491
-2263.319032,999,393.197116
-2061.043486,999,394.001747
-2568.419884,999,395.898603
-7065.073796,999,396.703254
-1958.320134,999,398.630533
144.564654,999,399.441006
-1663.49547,999,401.359869
-6753.43468,999,402.164726
-12953.058549,999,404.072033
-3938.338919,999,404.877529
-4750.701764,999,405.682267
-161.284311,999,407.589602
-264.595943,999,408.394448
-9750.795819,999,410.307241
-1465.21241,999,411.115594
-265.767752,999,412.98767
-569.746096,999,413.796033
-469.107774,999,415.68411
-160.095431,999,416.48596
-69.503642,999,418.379037
-268.643572,999,419.189394
-775.103972,999,421.114777
34.249145,999,421.933902
33.148779,999,423.818529
-463.28823,999,426.90478
-2957.553103,999,428.637991
-1558.216512,999,429.464719
-661.450901,999,431.268963
-4763.761986,999,432.077221
-458.422051,999,434.051635
-1958.317422,999,434.886051
-10147.08349,999,436.857283
-20826.927594,999,437.672421
-39337.573817,999,439.617527
-4557.172355,999,440.427569
-5266.353994,999,442.358818
-362.049068,999,443.163854
-18944.449439,999,445.107834
-1566.211189,999,445.924835
-4454.389252,999,447.833867
-163.09778,999,448.639382
-3365.380258,999,450.576134
-961.932161,999,451.390634
-61.40336,999,453.282998
-6958.534637,999,454.093574
-270.469784,999,455.859463
129.09747,999,456.671366
-5155.51493,999,458.659606
-1768.156475,999,459.467349
-454.225542,999,463.638266
-567.010182,999,464.447592
-1561.421831,999,465.253607
-1759.873963,999,467.185961
-2366.212732,999,467.994728
-3063.294083,999,469.863442
-4555.898535,999,470.669654
-1664.997215,999,472.586154
-9244.126212,999,473.393816
-263.794951,999,475.306651
-969.110174,999,476.113379
-4146.635299,999,478.039252
-3673.568912,999,478.846261
-267.867127,999,480.804606
-5762.544707,999,481.6162
-1670.905254,999,483.407402
-566.649745,999,484.221006
-3369.052513,999,485.9708
-6261.648015,999,486.784943
-5964.089948,999,488.65989
-571.879267,999,489.475636
-869.861764,999,491.385446
134.334171,999,492.189137
-361.400539,999,494.053944
-268.107757,999,494.856726
-3965.209032,999,499.027429
-11449.10779,999,499.833181
-174.647475,999,501.714803
-262.983246,999,502.518416
133.215538,999,504.428769
23.432765,999,505.234043
129.316055,999,507.134816
-6860.314032,999,507.940841
-3659.009641,999,509.853436
-1772.746565,999,510.682654
-1464.941433,999,512.690863
-576.23915,999,513.512264
-11242.14807,999,515.376604
-568.686486,999,516.191238
125.505437,999,517.953654
-871.233456,999,518.76569
29.430253,999,520.526612
-1271.544189,999,521.345922
-3965.920657,999,522.165019
-2761.612222,999,523.917699
-670.031778,999,524.733287
-9043.542404,999,526.525791
-8968.361523,999,527.34051
-167.386002,999,529.099122
-68.510611,999,529.91287
32.38012,999,534.409434
26.137847,999,535.212197
-75.10217,999,537.125031
125.934665,999,537.929651
-2262.720143,999,539.838626
-3365.495507,999,540.642337
126.017112,999,542.562514
-765.975098,999,543.36674
-2770.126781,999,545.277551
-74.575813,999,546.081777
-2964.573518,999,547.991981
-12564.883858,999,548.795055
-1772.345227,999,550.69251
-4170.227861,999,551.539299
-2270.150446,999,553.465665
-969.531013,999,554.267812
-2471.402826,999,556.183051
-2569.061615,999,556.985729
-4763.74952,999,558.8181
-1269.620819,999,559.626026
-6659.853838,999,561.375157
-875.334183,999,562.183922
-170.419173,999,564.089252
-74.898679,999,564.936517
-270.327452,999,566.86316
-4067.378739,999,569.937942
-1571.784013,999,571.673977
-2071.644705,999,572.482144
-670.934464,999,574.407583
-5270.86518,999,575.216591
-5665.108545,999,577.137822
-5758.791475,999,577.947904
-5263.169402,999,579.862546
-9872.159159,999,580.673535
-1967.728263,999,581.480651
-3463.982288,999,583.398384
131.600339,999,584.20826
-1370.583899,999,586.119386
-1776.852817,999,586.929827
-968.545983,999,588.852088
-1866.098851,999,589.659139
-7656.807533,999,591.598606
-3359.142176,999,592.409536
-1172.034108,999,594.352664
-571.65643,999,595.166819
-1471.787533,999,596.925023
-972.057049,999,597.732934
-770.871099,999,599.442299
-2566.205922,999,600.246866
-271.272605,999,601.962095
-476.398604,999,605.025113
-373.638091,999,606.992953
-7553.69577,999,607.805945
-1473.720467,999,609.728004
-3766.556114,999,610.538803
124.154003,999,612.461777
-666.005368,999,613.273182
-1976.967064,999,615.202805
-2971.413397,999,616.010557
-271.945518,999,617.934517
127.734764,999,618.755259
-5263.188164,999,620.690781
-566.998775,999,621.510727
-174.251995,999,623.44627
-4373.228483,999,624.265821
-70.115845,999,626.209736
-1475.139898,999,627.023802
24.256233,999,628.947165
125.006281,999,629.756982
-1974.079855,999,631.691092
-1773.863431,999,632.500513
-1870.381834,999,634.426215
-2873.729731,999,635.23818
126.82678,999,637.156995
124.480113,999,637.967829
-1673.494391,999,642.318071
-3462.865298,999,644.13243
-1767.416166,999,644.941747
-2072.247194,999,646.749723
-2668.96104,999,647.564328
124.972109,999,649.28829
-872.029081,999,650.099632
-1974.017757,999,652.070973
-970.760485,999,652.892715
29.267787,999,654.679386
-269.650487,999,655.490747
124.256004,999,657.335538
-6862.955218,999,658.145563
-5870.040329,999,659.858458
-474.356023,999,660.667145
-573.531603,999,662.393142
-874.068391,999,663.216301
123.952647,999,665.12825
-971.60766,999,665.933274
-866.966865,999,667.869606
-574.163503,999,668.675962
-175.717664,999,670.432564
-1966.262111,999,671.238118
-3067.142091,999,672.986704
-3169.985126,999,673.806136
126.012791,999,677.80193
-1176.353969,999,678.654024
-7764.698029,999,680.395717
-172.867652,999,681.204578
-273.31292,999,682.930965
-12170.628863,999,683.749923
-470.364458,999,685.661826
-975.227966,999,686.474157
27.909103,999,688.201885
-876.245651,999,689.013749
-1569.121515,999,690.773541
-4768.71135,999,691.598364
-2169.931211,999,693.366641
-376.376506,999,694.18623
-574.842424,999,695.956737
-1772.873747,999,696.831704
-1372.369383,999,697.709552
-1076.451504,999,699.461901
-675.526108,999,700.286565
25.301784,999,702.044762
-1672.00996,999,702.888918
-275.79182,999,704.899596
-575.101659,999,705.715663
-268.137326,999,707.631201
-1272.855602,999,708.455797
-1574.517369,999,712.623576
-2472.794501,999,713.438251
-1076.572516,999,715.335088
-3574.680016,999,716.145222
-1273.033686,999,718.079749
-864.795043,999,718.887588
-2164.062623,999,720.794565
-4267.543929,999,721.606494
-173.381523,999,723.51144
124.643866,999,724.324763
126.452675,999,726.209451
-2370.860631,999,727.021403
-375.703843,999,728.939708
-1076.476858,999,729.747783
124.155493,999,731.667728
-1470.613936,999,732.471942
-1473.904702,999,734.398574
-3772.279784,999,735.2077
-974.498233,999,737.236304
-3867.834241,999,738.044999
-3270.789289,999,739.876946
-74.605464,999,740.698044
-1569.817729,999,742.571842
-6366.580634,999,743.389288
-1775.851217,999,745.257482
-76.139596,999,748.457806
-3776.333802,999,750.331336
-4071.105942,999,751.139884
-3472.443094,999,753.065606
-1376.099825,999,753.873413
-776.359469,999,755.790101
-4969.721516,999,756.598974
-76.488466,999,757.40536
-576.834595,999,759.326621
-2673.675457,999,760.13688
-375.959059,999,762.096074
25.500252,999,762.903776
-76.48346,999,764.840702
-774.851918,999,765.647344
-2876.416612,999,767.53217
-575.675775,999,768.366682
123.454257,999,770.261512
25.979783,999,771.068293
-973.080497,999,772.991668
-3571.075821,999,773.801508
-1474.858605,999,775.578062
-6273.706611,999,776.392928
-75.352,999,778.341365
-1472.745583,999,779.153221
-1675.461669,999,781.319208
-1668.561232,999,784.379352
-371.920986,999,786.181367
122.12257,999,786.988053
125.388035,999,788.777233
-375.562806,999,789.593667
-3172.153899,999,791.37514
-473.740012,999,792.181697
23.076603,999,794.128083
-5973.588828,999,794.935025
-873.72078,999,796.849312
-1175.150737,999,797.657423
-771.265969,999,799.607069
-1774.188829,999,800.423056
-2072.003418,999,802.207006
-573.978342,999,803.027443
-1475.70628,999,804.966288
-478.040874,999,805.781027
-372.535471,999,807.734972
-3472.004366,999,808.549489
-2775.550681,999,810.457691
-873.361776,999,811.274986
-1673.996969,999,813.210398
-571.594976,999,814.018087
-276.66882,999,814.826041
126.983499,999,816.766927
-77.496306,999,819.842041
122.472714,999,821.803858
-575.424074,999,822.610643
-975.198448,999,824.559893
125.049172,999,825.368777
-474.395409,999,827.325588
-1973.878716,999,828.132464
-2570.898715,999,830.071504
-1574.840903,999,830.876359
-4871.400527,999,832.811043
122.055687,999,833.617792
-675.852699,999,835.561101
-10762.269368,999,836.366644
-76.210286,999,838.302081
-2375.175242,999,839.109883
-576.732757,999,841.044694
-3970.256223,999,841.851236
-973.662265,999,843.792668
21.504917,999,844.601127
-476.958949,999,846.525155
-77.567143,999,847.330837
-875.342881,999,849.246866
-175.433258,999,850.055904
-3175.101914,999,851.935615
121.041452,999,852.743188
-26925.352501,999,856.893508
-1572.782577,999,857.697107
-1769.179308,999,859.544239
-2073.551068,999,860.350161
-372.460096,999,862.26466
-1972.657387,999,863.074272
-76.54571,999,865.006568
126.130987,999,865.821162
-874.103401,999,867.742157
-4271.930401,999,868.54755
-1574.175506,999,870.486564
-3964.987215,999,871.302617
-1175.200227,999,873.214928
-10359.537341,999,874.021982
124.148067,999,874.833771
-675.400302,999,876.739222
-3671.349025,999,877.563442
-776.7526,999,879.495284
-1476.86452,999,880.30595
-77.016774,999,882.194953
22.68699,999,883.003312
122.054598,999,884.880732
-576.120679,999,885.688627
-1173.962861,999,887.570741
-1876.670857,999,888.379168
-2271.82294,999,892.570556
24.359607,999,893.384375
126.984789,999,895.25098
-479.531451,999,896.05603
-178.544698,999,897.969682
121.809308,999,898.777037
-777.698185,999,900.655344
123.265129,999,901.459381
121.012527,999,903.407264
-4069.951178,999,904.213839
-72.497831,999,906.212463
-1873.209057,999,907.021188
-1975.84174,999,909.058859
-667.518289,999,909.871221
-4575.010324,999,911.876171
127.10776,999,912.683406
-77.780252,999,914.694936
-376.783624,999,915.516147
-972.464111,999,917.578067
-1572.414649,999,918.391039
-2171.09004,999,920.361375
-1176.435451,999,921.196834
-273.691289,999,923.160078
-1171.991393,999,923.987318
-70.630683,999,925.949524
-174.86793,999,929.79559
-972.069975,999,931.72187
-771.262468,999,932.539452
-573.538003,999,934.476924
-573.105867,999,935.356011
27.947804,999,936.16393
-873.195249,999,938.186507
122.212799,999,938.997287
-376.393481,999,940.846238
-2071.823508,999,941.655742
-671.007708,999,943.538624
-876.260518,999,944.346112
23.021889,999,946.256181
-1071.689041,999,947.064946
-378.417021,999,949.000561
-3174.245756,999,949.807931
-770.890716,999,951.743934
126.6114,999,952.551028
-1477.93027,999,954.595157
-275.315421,999,955.40743
-2169.275491,999,957.353333
-375.366019,999,958.161459
-574.369732,999,959.986857
-1777.393411,999,960.794146
28.134465,999,962.537363
-474.606816,999,965.607711
126.678367,999,967.332931
-3366.501409,999,968.13839
-674.360892,999,969.874785
-1872.237782,999,970.68006
-2069.422018,999,972.426081
-1077.857547,999,973.232033
127.976311,999,974.975614
123.719829,999,975.778353
-1275.531565,999,977.510433
-376.30673,999,978.316213
123.717414,999,980.051978
125.281322,999,980.852137
121.212066,999,982.556998
-3174.853097,999,983.362679
-1172.928484,999,985.281766
-378.327591,999,986.089042
-672.078326,999,987.96125
126.547703,999,988.767847
-170.321193,999,990.683764
-569.213396,999,991.490269
-1971.91228,999,992.319198
-776.159051,999,994.260561
-177.426642,999,995.063585
-172.444873,999,997.019178
-975.417542,999,1000.093221
-670.065309,999,1002.012844
127.910337,999,1002.817203
-973.044898,999,1004.95216
-970.745207,999,1005.777039
124.458899,999,1007.699836
-67.684536,999,1008.502865
-1073.934943,999,1010.414078
-1366.726169,999,1011.214028
-1265.834808,999,1013.139478
-76.214898,999,1013.942184
-175.736896,999,1015.871808
-2069.994141,999,1016.670721
-1670.833089,999,1018.620039
-2574.735672,999,1019.425093
-775.147989,999,1021.349005
23.820508,999,1022.151304
-5068.276274,999,1024.041507
120.832412,999,1024.843896
-873.116628,999,1026.683968
-675.657136,999,1027.49297
-174.685623,999,1029.421202
-177.829348,999,1030.226085
-369.774552,999,1032.080839
22.291692,999,1032.885716
-969.65259,999,1036.951001
126.347384,999,1037.752727
-1971.25548,999,1039.587438
-1175.885985,999,1040.389557
-1675.559026,999,1042.286922
-1872.527889,999,1043.088815
-474.788379,999,1044.98842
-778.495195,999,1045.792517
27.333025,999,1047.701976
-2069.562547,999,1048.510146
-1074.308904,999,1050.41355
-1472.054364,999,1051.220388
-74.369706,999,1052.025293
-476.878345,999,1053.931583
-274.468648,999,1054.739262
-1171.676614,999,1056.464198
-2369.666516,999,1057.271869
-472.102764,999,1059.011781
-1770.330237,999,1059.819077
120.9071,999,1061.652243
124.761987,999,1062.458074
-774.317907,999,1064.36905
-75.369263,999,1065.172635
-2376.852328,999,1066.967455
-3668.622395,999,1067.772969
-2671.175022,999,1071.867513
-1775.003152,999,1072.674044
-375.360737,999,1074.556703
26.494125,999,1075.366194
-175.250224,999,1077.290916
-970.321349,999,1078.101933
-574.739689,999,1079.854161
124.118959,999,1080.667098
-275.005481,999,1082.418342
-175.206696,999,1083.233091
-1366.471682,999,1085.016361
-73.292721,999,1085.839213
-76.667902,999,1087.730736
-770.388915,999,1088.550431
-1273.391868,999,1090.297477
-570.164987,999,1091.103983
-1476.006308,999,1092.880794
-868.007498,999,1093.684714
-1570.117897,999,1095.690848
-473.119283,999,1096.503371
-1571.921206,999,1098.460163
-3464.795467,999,1099.276565
-75.453825,999,1101.324687
-1369.649055,999,1102.137988
125.324975,999,1104.027134
-771.475874,999,1107.094021
128.685795,999,1108.977978
-1369.641561,999,1109.784673
22.181583,999,1110.590385
-874.640651,999,1112.408301
23.438601,999,1113.215475
127.206931,999,1115.135766
-372.430571,999,1115.940721
-277.208027,999,1117.869645
26.18239,999,1118.676855
-571.368805,999,1120.574044
-3067.714278,999,1121.380138
-172.621793,999,1123.314008
-73.103784,999,1124.119249
-1174.498241,999,1126.024757
26.207018,999,1126.832111
-76.324645,999,1128.743861
-1777.836561,999,1129.559675
-978.221657,999,1131.373
124.076774,999,1132.177329
-475.507758,999,1134.27438
-373.004563,999,1135.094041
-475.914486,999,1137.040813
125.704268,999,1137.855698
-674.879432,999,1140.083202
120.408718,999,1143.139111
-3068.195815,999,1145.388331
-1973.314782,999,1146.190639
-1470.938371,999,1148.14129
-4169.313668,999,1148.942321
-76.073245,999,1150.807663
-6373.086656,999,1151.607664
-877.785343,999,1153.631999
-170.813338,999,1154.442769
-1173.023107,999,1156.354882
-3366.137963,999,1157.158203
-1573.79859,999,1159.113356
-177.328816,999,1159.918928
122.753692,999,1161.863362
-3962.253271,999,1162.670697
-1176.741101,999,1164.499102
-974.997194,999,1165.304953
-274.771148,999,1167.427037
-474.192042,999,1168.238617
-872.779642,999,1169.068415
26.398283,999,1171.230803
-3869.696346,999,1172.048838
-1074.556784,999,1173.991355
-270.602783,999,1174.794199
-377.603192,999,1176.713542
-378.515373,999,1179.760272
-73.8854,999,1181.890922
-469.486984,999,1182.697078
-374.635141,999,1184.454657
123.016782,999,1185.260874
124.418443,999,1187.026414
-4367.835321,999,1187.833936
-470.886114,999,1189.600106
-4170.069877,999,1190.405728
-1077.293075,999,1192.506673
-278.063154,999,1193.311698
-574.04899,999,1195.041519
-775.312752,999,1195.842155
-775.804022,999,1197.56166
-1477.126184,999,1198.364153
-2169.563891,999,1200.128805
121.813149,999,1200.932101
-877.129785,999,1202.702317
-1974.341376,999,1203.506099
-675.212804,999,1205.278003
-274.637302,999,1206.082076
124.42961,999,1207.863925
-773.961824,999,1208.665543
25.003404,999,1210.442005
-70.97023,999,1211.250663
-871.994573,999,1215.247533
27.570376,999,1216.046292
120.31717,999,1217.780777
-3974.183793,999,1218.581066
123.054112,999,1220.336568
-278.380365,999,1221.143227
-267.972073,999,1222.879099
-673.29792,999,1223.681251
-375.089599,999,1225.411111
-176.40145,999,1226.236709
-475.269276,999,1227.034943
-667.766843,999,1228.950478
-1475.575595,999,1229.762499
124.185314,999,1231.51362
-1875.469222,999,1232.324598
-969.737833,999,1234.059236
-2970.495513,999,1234.872046
-378.062213,999,1236.624929
27.856215,999,1237.435302
-1772.936788,999,1239.187364
-2174.943325,999,1239.997626
129.382368,999,1241.756644
-1375.177119,999,1242.564523
-471.937396,999,1244.4849
-272.982813,999,1245.290106
-675.875116,999,1249.452395
-1073.527042,999,1250.254753
-875.42103,999,1252.173349
-1873.521562,999,1252.976238
-771.794568,999,1254.902837
-2069.174086,999,1255.70331
-575.404709,999,1257.628569
-475.701251,999,1258.433924
-1170.949805,999,1260.356592
-2464.598126,999,1261.164834
129.745439,999,1263.07766
-375.679121,999,1263.885884
-73.454038,999,1265.784441
-1862.033292,999,1266.591066
-274.651017,999,1268.501281
-1072.410341,999,1269.304487
-575.58696,999,1271.238857
-1271.415066,999,1272.044033
-176.741903,999,1273.942102
-1073.672713,999,1274.747621
-374.924632,999,1276.648427
-267.466729,999,1277.454032
-972.567799,999,1279.331394
-275.844429,999,1280.134395
-373.664258,999,1281.978616
-274.085076,999,1285.058369
-72.921005,999,1285.944721
-974.1573,999,1287.825926
-478.065692,999,1288.63661
-573.114274,999,1290.451915
-174.961893,999,1291.260428
-1670.607778,999,1293.085741
-272.686138,999,1293.886989
-776.075743,999,1295.801531
-171.967327,999,1296.605341
-1369.410903,999,1298.436639
-2371.677548,999,1299.241733
141.872118,999,1301.112789
-3672.770737,999,1301.912672
123.37377,999,1303.727144
-975.71482,999,1304.533108
-1274.366474,999,1306.465961
-1572.85996,999,1307.266126
-673.495788,999,1309.116345
-1175.997261,999,1309.921722
-670.350598,999,1311.698089
-2266.51991,999,1312.505575
-1270.560861,999,1314.271876
-571.027312,999,1315.082709
-1274.23439,999,1317.096868
-374.347063,999,1320.172453
-1276.376721,999,1322.222952
-9256.705671,999,1323.02397
25.336312,999,1324.855084
-574.440496,999,1325.658781
-875.750542,999,1327.678681
-1769.962858,999,1328.492269
130.564999,999,1331.538689
21.763676,999,1332.342641
-1172.220472,999,1334.231954
-1475.43379,999,1335.039566
126.852941,999,1336.792566
124.057882,999,1337.596767
-4168.895438,999,1339.360125
-871.294653,999,1340.186845
-276.036299,999,1341.959115
-474.793875,999,1342.765164
-272.166675,999,1343.565959
-5756.034321,999,1345.311595
-1174.358361,999,1346.115738
-677.253426,999,1347.87194
-774.54624,999,1348.678977
-774.609022,999,1350.432583
-274.425778,999,1351.238703
-72.094587,999,1352.992915
-274.615509,999,1356.03812
-3369.886303,999,1357.770411
-1275.094623,999,1358.574048
-468.373818,999,1360.309481
-1674.664385,999,1361.116349
-871.502235,999,1362.770195
-2371.063123,999,1363.573352
-275.264165,999,1365.263294
-574.02217,999,1366.063541
-4471.660554,999,1367.730264
-874.100259,999,1368.530799
-2171.291464,999,1370.433362
124.405096,999,1371.236976
-371.551521,999,1373.140413
-1074.539636,999,1373.969226
123.094419,999,1375.997689
-1572.341372,999,1376.801518
-375.99314,999,1378.655267
-175.779363,999,1379.462624
-2970.320079,999,1381.374728
127.349036,999,1382.179883
150.289849,999,1384.089421
-970.822739,999,1384.893303
-575.568055,999,1386.802247
-1274.927258,999,1387.6048
-1072.26631,999,1391.742556
126.830485,999,1392.542448
-1074.432461,999,1394.468957
-874.932246,999,1395.273224
-171.521327,999,1397.221139
-4673.454459,999,1398.028448
124.406597,999,1399.988242
-1070.663902,999,1400.790296
-3870.184819,999,1401.592227
-274.785795,999,1403.547719
123.002282,999,1404.355862
-574.414154,999,1406.261511
-375.414068,999,1407.06087
-1572.490814,999,1409.012773
-1177.380962,999,1409.81442
-877.478493,999,1411.760906
-1273.925336,999,1412.562881
25.112653,999,1414.493196
120.52024,999,1415.298501
125.791534,999,1417.230022
-1370.357769,999,1418.029433
-1777.288883,999,1419.956802
123.938305,999,1420.759282
-471.617556,999,1422.596641
23.870076,999,1423.40418
-1374.847945,999,1425.330379
-1378.542556,999,1428.372795
